LeadId,Age,Gender,Income,PolicyName
155,22,Female,300000,Policy_1
156,23,Female,900000,Policy_6
157,21,Female,1100000,Policy_7
158,20,Female,1200000,Policy_9
159,20,Female,500000,Policy_1
160,40,Female,1600000,Policy_9
161,41,Female,1700000,Policy_5
162,45,Female,1600000,Policy_6
163,46,Female,900000,Policy_9
164,47,Female,1900000,Policy_9
165,48,Female,1600000,Policy_8
166,43,Female,600000,Policy_7
167,42,Female,900000,Policy_3
168,42,Female,1100000,Policy_5
169,46,Female,1500000,Policy_4
170,47,Female,2200000,Policy_7
171,48,Female,600000,Policy_2
172,49,Female,900000,Policy_1
173,49,Female,3500000,Policy_9
174,48,Female,3300000,Policy_9
175,41,Female,3200000,Policy_7
176,42,Female,2100000,Policy_8
177,45,Female,300000,Policy_4
178,46,Female,2100000,Policy_3
179,46,Female,1200000,Policy_8
180,49,Female,1900000,Policy_6
181,50,Female,600000,Policy_5
182,54,Female,700000,Policy_4
183,56,Female,700000,Policy_7
184,57,Female,800000,Policy_8
185,54,Female,1200000,Policy_9
186,53,Female,300000,Policy_9
187,58,Female,1200000,Policy_6
188,59,Female,2500000,Policy_7
189,52,Female,600000,Policy_5
190,52,Female,700000,Policy_5
191,54,Female,900000,Policy_4
192,51,Female,700000,Policy_7
193,52,Female,1200000,Policy_8
194,56,Female,2400000,Policy_9
195,59,Female,2600000,Policy_9
196,60,Female,2100000,Policy_6
197,60,Female,1500000,Policy_7
198,54,Female,1400000,Policy_5
199,56,Female,900000,Policy_7
200,57,Female,800000,Policy_7
201,58,Female,700000,Policy_3
202,22,Male,600000,Policy_2
203,25,Male,400000,Policy_1
204,25,Male,700000,Policy_5
205,29,Male,300000,Policy_1
206,21,Male,200000,Policy_1
207,22,Male,600000,Policy_2
208,24,Male,1000000,Policy_7
209,24,Male,600000,Policy_5
210,28,Male,1800000,Policy_5
211,27,Male,700000,Policy_2
212,21,Male,350000,Policy_1
213,23,Male,400000,Policy_2
214,23,Male,500000,Policy_3
215,25,Male,900000,Policy_5
216,25,Male,800000,Policy_5
217,28,Male,1300000,Policy_5
218,30,Male,1500000,Policy_7
219,30,Male,1300000,Policy_7
220,26,Male,700000,Policy_3
221,26,Male,400000,Policy_2
222,22,Male,400000,Policy_2
223,24,Male,600000,Policy_3
224,21,Male,600000,Policy_5
225,27,Male,700000,Policy_2
226,28,Male,900000,Policy_5
227,26,Male,1300000,Policy_7
228,22,Male,1000000,Policy_5
229,24,Male,300000,Policy_2
230,26,Male,400000,Policy_1
231,29,Male,500000,Policy_3
232,21,Male,900000,Policy_5
233,26,Male,400000,Policy_2
234,25,Male,1100000,Policy_9
235,23,Male,400000,Policy_2
236,31,Male,1300000,Policy_7
237,34,Male,1400000,Policy_8
238,35,Male,2200000,Policy_9
239,35,Male,1700000,Policy_9
240,32,Male,1400000,Policy_8
241,37,Male,1500000,Policy_9
242,39,Male,900000,Policy_7
243,37,Male,2000000,Policy_8
244,33,Male,2100000,Policy_9
245,35,Male,1400000,Policy_8
246,36,Male,1600000,Policy_7
247,31,Male,1300000,Policy_6
248,34,Male,800000,Policy_8
249,40,Male,1800000,Policy_9
250,38,Male,1200000,Policy_7
251,39,Male,1500000,Policy_9
252,40,Male,1000000,Policy_8
253,40,Male,2100000,Policy_9
254,31,Male,2300000,Policy_9
255,31,Male,3000000,Policy_9
256,32,Male,900000,Policy_7
257,33,Male,1100000,Policy_7
258,38,Male,1200000,Policy_6
259,39,Male,1500000,Policy_7
260,36,Male,1600000,Policy_8
261,37,Male,1700000,Policy_9
262,32,Male,1600000,Policy_8
263,31,Male,900000,Policy_7
264,39,Male,1900000,Policy_8
265,37,Male,1600000,Policy_8
266,34,Male,600000,Policy_6
267,36,Male,900000,Policy_6
268,35,Male,1100000,Policy_7
269,40,Male,1500000,Policy_6
270,42,Male,2000000,Policy_9
271,46,Male,600000,Policy_6
272,48,Male,900000,Policy_5
273,54,Male,2900000,Policy_9
274,53,Male,2400000,Policy_9
275,58,Male,3000000,Policy_8
276,53,Male,2100000,Policy_9
277,49,Male,300000,Policy_3
278,54,Male,2100000,Policy_8
279,47,Male,1200000,Policy_8
280,51,Male,1900000,Policy_7
281,42,Male,600000,Policy_2
282,49,Male,700000,Policy_3
283,47,Male,700000,Policy_5
284,43,Male,800000,Policy_1
285,54,Male,1200000,Policy_8
286,59,Male,300000,Policy_1
287,58,Male,1200000,Policy_4
288,57,Male,2500000,Policy_3
289,52,Male,600000,Policy_2
290,50,Male,700000,Policy_1
291,60,Male,900000,Policy_5
292,54,Male,700000,Policy_4
293,52,Male,1200000,Policy_5
294,48,Male,2400000,Policy_8
295,46,Male,2800000,Policy_9
296,43,Male,1600000,Policy_9
297,45,Male,900000,Policy_6
298,47,Male,1400000,Policy_7
299,41,Male,900000,Policy_6
300,43,Male,800000,Policy_7
301,58,Male,700000,Policy_7
302,28,Female,800000,Policy_7
303,24,Female,500000,Policy_10
304,23,Female,600000,Policy_10
305,27,Female,1000000,Policy_11
306,28,Female,300000,Policy_2
307,29,Female,200000,Policy_1
308,31,Female,600000,Policy_2
309,35,Female,1000000,Policy_12
310,34,Female,900000,Policy_13
311,32,Female,800000,Policy_12
312,33,Female,700000,Policy_6
313,31,Female,500000,Policy_3
314,30,Female,500000,Policy_10
315,29,Female,500000,Policy_11
316,26,Female,900000,Policy_12
317,34,Female,800000,Policy_11
318,32,Female,1700000,Policy_15
319,31,Female,1900000,Policy_14
320,30,Female,1400000,Policy_13
321,26,Female,800000,Policy_11
322,26,Female,400000,Policy_1
323,27,Female,500000,Policy_1
324,28,Female,600000,Policy_5
325,26,Female,600000,Policy_10
326,27,Female,700000,Policy_10
327,35,Female,900000,Policy_12
328,34,Female,1300000,Policy_14
329,35,Female,1100000,Policy_15
330,32,Female,300000,Policy_1
331,31,Female,1400000,Policy_13
332,35,Female,500000,Policy_3
333,32,Female,900000,Policy_5
334,26,Female,600000,Policy_2
335,24,Female,1100000,Policy_10
336,20,Female,400000,Policy_3
337,20,Female,1300000,Policy_10
338,21,Female,1400000,Policy_5
339,25,Female,500000,Policy_3
340,24,Female,700000,Policy_10
341,23,Female,400000,Policy_2
342,24,Female,1700000,Policy_8
343,25,Female,200000,Policy_2
344,21,Female,200000,Policy_1
345,20,Female,800000,Policy_6
346,21,Female,600000,Policy_1
347,23,Female,900000,Policy_3
348,24,Female,1300000,Policy_13
349,25,Female,800000,Policy_4
350,21,Female,900000,Policy_7
351,23,Female,500000,Policy_7
352,24,Female,700000,Policy_5
353,25,Female,60000,Policy_10
354,24,Female,500000,Policy_2
355,22,Female,2300000,Policy_9
356,22,Female,300000,Policy_1
357,23,Female,900000,Policy_7
358,21,Female,1100000,Policy_7
359,20,Female,1200000,Policy_9
360,20,Female,500000,Policy_3
361,40,Female,1800000,Policy_9
362,41,Female,1700000,Policy_10
363,45,Female,1600000,Policy_6
364,46,Female,1000000,Policy_9
365,47,Female,2100000,Policy_9
366,48,Female,600000,Policy_6
367,43,Female,600000,Policy_5
368,42,Female,900000,Policy_3
369,42,Female,1000000,Policy_5
370,46,Female,2100000,Policy_6
371,47,Female,200000,Policy_1
372,48,Female,600000,Policy_3
373,49,Female,900000,Policy_5
374,49,Female,3500000,Policy_8
375,48,Female,300000,Policy_2
376,41,Female,3200000,Policy_9
377,42,Female,2100000,Policy_9
378,45,Female,300000,Policy_2
379,46,Female,2100000,Policy_8
380,46,Female,200000,Policy_1
381,49,Female,900000,Policy_5
382,50,Female,600000,Policy_3
383,54,Female,700000,Policy_4
384,56,Female,700000,Policy_4
385,57,Female,800000,Policy_8
386,54,Female,1200000,Policy_9
387,53,Female,300000,Policy_2
388,58,Female,1200000,Policy_6
389,59,Female,2500000,Policy_9
390,52,Female,600000,Policy_5
391,52,Female,700000,Policy_3
392,54,Female,900000,Policy_5
393,51,Female,800000,Policy_5
394,52,Female,1200000,Policy_8
395,56,Female,2900000,Policy_7
396,59,Female,2200000,Policy_8
397,60,Female,1300000,Policy_6
398,60,Female,500000,Policy_6
399,54,Female,1300000,Policy_5
400,56,Female,500000,Policy_6
401,57,Female,700000,Policy_5
402,58,Female,600000,Policy_2
403,43,Male,300000,Policy_1
404,32,Female,300000,Policy_11
405,29,Male,1100000,Policy_3
406,50,Male,300000,Policy_1
407,25,Male,1400000,Policy_4
408,30,Male,400000,Policy_2
409,28,Male,300000,Policy_1
410,37,Female,300000,Policy_10
411,22,Female,2100000,Policy_4
412,24,Male,900000,Policy_2
413,34,Male,200000,Policy_1
414,38,Female,400000,Policy_10
415,30,Male,2200000,Policy_4
416,29,Male,300000,Policy_1
417,35,Male,300000,Policy_1
418,29,Male,3400000,Policy_7
419,34,Male,1100000,Policy_3
420,31,Female,600000,Policy_11
421,28,Female,2600000,Policy_13
422,32,Male,1400000,Policy_4
423,26,Male,600000,Policy_2
424,32,Female,600000,Policy_10
425,34,Male,300000,Policy_1
426,40,Male,300000,Policy_1
427,48,Male,1100000,Policy_5
428,26,Male,700000,Policy_2
429,35,Male,1400000,Policy_4
430,28,Female,1400000,Policy_12
431,35,Female,600000,Policy_11
432,40,Male,300000,Policy_1
433,36,Male,2200000,Policy_4
434,29,Female,3400000,Policy_14
435,55,Male,300000,Policy_1
436,46,Male,1400000,Policy_4
437,42,Male,2200000,Policy_5
438,19,Male,400000,Policy_3
439,51,Male,400000,Policy_2
440,31,Female,3400000,Policy_14
441,36,Female,600000,Policy_10
442,44,Male,400000,Policy_3
443,30,Male,200000,Policy_1
444,34,Female,3400000,Policy_14
445,59,Male,400000,Policy_1
446,30,Male,900000,Policy_2
447,32,Male,400000,Policy_1
448,19,Male,400000,Policy_1
449,31,Male,1100000,Policy_3
450,40,Female,600000,Policy_10
451,30,Female,2600000,Policy_14
452,36,Male,400000,Policy_1
453,41,Male,400000,Policy_1
454,22,Female,700000,Policy_2
455,50,Male,1400000,Policy_7
456,26,Male,500000,Policy_1
457,32,Male,500000,Policy_1
458,36,Male,2100000,Policy_4
459,37,Male,2600000,Policy_4
460,33,Female,700000,Policy_10
461,38,Female,700000,Policy_2
462,33,Male,2200000,Policy_4
463,28,Male,500000,Policy_1
464,22,Female,800000,Policy_1
465,54,Male,5800000,Policy_8
466,30,Male,2600000,Policy_4
467,39,Male,500000,Policy_1
468,44,Male,500000,Policy_1
469,30,Male,500000,Policy_2
470,27,Female,800000,Policy_11
471,29,Female,800000,Policy_11
472,32,Male,500000,Policy_1
473,33,Male,3400000,Policy_6
474,35,Female,3400000,Policy_14
475,36,Male,500000,Policy_2
476,35,Male,500000,Policy_1
477,32,Male,2600000,Policy_4
478,36,Male,6780000,Policy_7
479,25,Male,600000,Policy_1
480,32,Female,800000,Policy_10
481,47,Female,300000,Policy_1
482,34,Male,500000,Policy_1
483,40,Male,500000,Policy_1
484,33,Female,1300000,Policy_12
485,40,Male,1100000,Policy_3
486,37,Male,500000,Policy_1
487,28,Male,600000,Policy_1
488,32,Male,2600000,Policy_4
489,29,Male,600000,Policy_1
490,32,Female,800000,Policy_11
491,36,Female,800000,Policy_10
492,37,Male,600000,Policy_1
493,58,Male,500000,Policy_1
494,33,Female,1400000,Policy_14
495,34,Male,600000,Policy_2
496,38,Male,600000,Policy_1
497,34,Male,2600000,Policy_5
498,36,Male,2600000,Policy_5
499,42,Male,600000,Policy_1
500,40,Female,800000,Policy_10
501,34,Female,2700000,Policy_14
502,52,Male,600000,Policy_3
503,31,Male,700000,Policy_2
504,38,Female,3400000,Policy_14
505,41,Male,2600000,Policy_5
506,41,Male,700000,Policy_4
507,47,Male,700000,Policy_3
508,33,Male,600000,Policy_1
509,36,Male,700000,Policy_3
510,19,Female,900000,Policy_3
511,35,Female,900000,Policy_12
512,49,Male,2600000,Policy_5
513,35,Male,2700000,Policy_5
514,39,Female,900000,Policy_12
515,48,Male,600000,Policy_1
516,39,Male,2600000,Policy_4
517,32,Male,7600000,Policy_8
518,45,Male,700000,Policy_2
519,59,Male,700000,Policy_2
520,35,Female,2600000,Policy_14
521,29,Female,1100000,Policy_12
522,40,Male,800000,Policy_2
523,37,Male,3400000,Policy_6
524,35,Female,1100000,Policy_13
525,51,Male,700000,Policy_3
526,37,Male,200000,Policy_1
527,28,Male,2700000,Policy_5
528,24,Male,800000,Policy_1
529,29,Male,800000,Policy_2
530,37,Female,1100000,Policy_13
531,44,Female,3400000,Policy_6
532,40,Male,1100000,Policy_4
533,33,Male,800000,Policy_2
534,36,Female,1300000,Policy_12
535,39,Male,1100000,Policy_4
536,44,Male,600000,Policy_1
537,50,Male,600000,Policy_1
538,27,Male,2700000,Policy_4
539,36,Male,800000,Policy_2
540,36,Female,8000000,Policy_8
541,37,Female,2700000,Policy_13
542,32,Male,2700000,Policy_4
543,27,Male,800000,Policy_2
544,45,Female,3400000,Policy_7
545,43,Male,2700000,Policy_6
546,39,Male,800000,Policy_2
547,40,Male,800000,Policy_3
548,45,Male,800000,Policy_3
549,31,Male,800000,Policy_3
550,39,Female,1400000,Policy_13
551,40,Female,2600000,Policy_14
552,42,Male,800000,Policy_3
553,33,Male,800000,Policy_1
554,40,Female,1400000,Policy_13
555,39,Male,2700000,Policy_4
556,34,Male,800000,Policy_3
557,40,Male,600000,Policy_2
558,25,Male,3400000,Policy_5
559,53,Male,800000,Policy_3
560,57,Female,200000,Policy_2
561,41,Female,8200000,Policy_9
562,27,Male,3400000,Policy_6
563,41,Male,500000,Policy_1
564,45,Female,600000,Policy_2
565,53,Male,800000,Policy_3
566,57,Male,800000,Policy_4
567,28,Male,900000,Policy_3
568,32,Male,900000,Policy_3
569,40,Male,2700000,Policy_6
570,52,Female,3400000,Policy_6
571,51,Female,500000,Policy_1
572,32,Male,900000,Policy_3
573,46,Male,2700000,Policy_6
574,42,Female,2100000,Policy_6
575,33,Male,900000,Policy_3
576,35,Male,800000,Policy_3
577,32,Male,3400000,Policy_5
578,35,Male,900000,Policy_3
579,37,Male,900000,Policy_3
580,57,Female,3400000,Policy_7
581,57,Female,600000,Policy_2
582,38,Male,900000,Policy_3
583,44,Male,200000,Policy_1
584,44,Female,2600000,Policy_7
585,40,Male,900000,Policy_1
586,35,Male,800000,Policy_3
587,37,Male,800000,Policy_3
588,39,Male,800000,Policy_4
589,47,Male,1100000,Policy_4
590,41,Female,800000,Policy_2
591,42,Female,5400000,Policy_7
592,41,Male,1300000,Policy_5
593,44,Male,800000,Policy_3
594,45,Female,800000,Policy_4
595,46,Male,2600000,Policy_7
596,46,Male,500000,Policy_1
597,37,Male,1400000,Policy_4
598,36,Male,3400000,Policy_5
599,50,Male,2700000,Policy_7
600,47,Female,600000,Policy_1
601,60,Female,600000,Policy_2
602,42,Male,3400000,Policy_7
603,36,Male,900000,Policy_3
604,47,Female,800000,Policy_4
605,43,Male,900000,Policy_1
606,25,Male,1300000,Policy_5
607,46,Male,900000,Policy_3
608,40,Male,3400000,Policy_5
609,20,Male,1300000,Policy_5
610,42,Female,800000,Policy_3
611,48,Female,800000,Policy_4
612,40,Male,3400000,Policy_6
613,49,Male,500000,Policy_2
614,41,Female,900000,Policy_4
615,48,Male,3400000,Policy_6
616,47,Male,3400000,Policy_6
617,44,Male,900000,Policy_5
618,26,Male,1100000,Policy_3
619,50,Male,3400000,Policy_7
620,48,Female,800000,Policy_3
621,51,Female,800000,Policy_4
622,33,Male,9600000,Policy_9
623,51,Male,2600000,Policy_7
624,50,Female,1100000,Policy_5
625,51,Male,900000,Policy_5
626,32,Male,1100000,Policy_3
627,36,Male,800000,Policy_3
628,31,Male,1400000,Policy_4
629,35,Male,1100000,Policy_3
630,30,Female,5700000,Policy_15
631,33,Female,2400000,Policy_14
632,40,Male,1100000,Policy_5
633,45,Male,1100000,Policy_4
634,53,Female,2200000,Policy_7
635,51,Male,14500000,Policy_9
636,54,Male,900000,Policy_5
637,43,Male,1700000,Policy_5
638,55,Male,2700000,Policy_6
639,38,Male,1300000,Policy_3
640,49,Female,900000,Policy_4
641,29,Female,7200000,Policy_16
642,54,Male,1400000,Policy_4
643,45,Male,1300000,Policy_5
644,44,Female,1100000,Policy_4
645,58,Male,2600000,Policy_6
646,47,Male,1500000,Policy_5
647,58,Male,900000,Policy_5
648,57,Male,1100000,Policy_4
649,51,Male,1300000,Policy_5
650,60,Female,1300000,Policy_7
651,52,Female,2100000,Policy_4
652,60,Male,3900000,Policy_6
653,46,Male,800000,Policy_3
654,35,Male,800000,Policy_1
655,34,Female,1400000,Policy_13
656,41,Male,2500000,Policy_4
657,36,Male,800000,Policy_3
658,42,Male,600000,Policy_2
659,30,Male,3600000,Policy_5
660,51,Male,800000,Policy_3
661,53,Female,200000,Policy_2
662,46,Female,8500000,Policy_9
663,31,Male,3400000,Policy_6
664,44,Male,500000,Policy_1
665,42,Female,600000,Policy_2
666,47,Male,500000,Policy_3
667,52,Male,800000,Policy_4
668,30,Male,900000,Policy_3
669,27,Male,1100000,Policy_3
670,42,Male,2700000,Policy_6
671,53,Female,3400000,Policy_6
672,54,Female,500000,Policy_1
673,34,Male,900000,Policy_3
674,47,Male,2900000,Policy_6
675,48,Female,2300000,Policy_6
676,36,Male,900000,Policy_3
677,31,Male,800000,Policy_3
678,37,Male,3400000,Policy_5
679,35,Male,900000,Policy_3
680,40,Male,900000,Policy_3
681,55,Female,3900000,Policy_7
682,58,Female,600000,Policy_2
683,34,Male,900000,Policy_3
684,40,Male,200000,Policy_1
685,48,Female,2600000,Policy_7
686,42,Male,500000,Policy_1
687,36,Male,700000,Policy_3
688,33,Male,800000,Policy_3
689,41,Male,800000,Policy_4
690,46,Male,1100000,Policy_4
691,43,Female,800000,Policy_2
692,47,Female,5300000,Policy_7
693,46,Male,1300000,Policy_5
694,41,Male,800000,Policy_3
695,47,Female,700000,Policy_4
696,44,Male,2600000,Policy_7
697,42,Male,500000,Policy_1
698,43,Male,1400000,Policy_4
699,32,Male,3400000,Policy_5
700,53,Male,2700000,Policy_7
701,43,Female,700000,Policy_1
702,58,Female,600000,Policy_2
703,43,Male,300000,Policy_1
704,32,Female,300000,Policy_11
705,29,Male,1100000,Policy_3
706,48,Male,300000,Policy_1
707,23,Male,1700000,Policy_4
708,33,Male,400000,Policy_2
709,26,Male,300000,Policy_1
710,36,Female,500000,Policy_10
711,21,Female,2100000,Policy_4
712,27,Male,900000,Policy_2
713,41,Male,200000,Policy_1
714,32,Female,400000,Policy_10
715,35,Male,2200000,Policy_4
716,31,Male,500000,Policy_1
717,36,Male,300000,Policy_1
718,29,Male,3400000,Policy_7
719,29,Male,1300000,Policy_3
720,31,Female,600000,Policy_11
721,29,Female,2600000,Policy_13
722,35,Male,1400000,Policy_4
723,28,Male,600000,Policy_2
724,35,Female,600000,Policy_10
725,39,Male,500000,Policy_1
726,42,Male,300000,Policy_1
727,48,Male,1100000,Policy_5
728,24,Male,700000,Policy_2
729,42,Male,1400000,Policy_4
730,26,Female,1400000,Policy_12
731,36,Female,400000,Policy_11
732,42,Male,300000,Policy_1
733,35,Male,2200000,Policy_4
734,30,Female,3800000,Policy_14
735,54,Male,300000,Policy_1
736,47,Male,1400000,Policy_4
737,45,Male,2200000,Policy_5
738,20,Male,400000,Policy_3
739,53,Male,400000,Policy_2
740,34,Female,3300000,Policy_14
741,36,Female,600000,Policy_10
742,41,Male,400000,Policy_3
743,27,Male,200000,Policy_1
744,37,Female,3400000,Policy_14
745,56,Male,400000,Policy_1
746,26,Male,800000,Policy_2
747,35,Male,400000,Policy_1
748,22,Male,400000,Policy_1
749,35,Male,1100000,Policy_3
750,39,Female,600000,Policy_10
751,35,Female,2600000,Policy_14
752,43,Male,3700000,Policy_7
753,35,Male,900000,Policy_3
754,45,Female,800000,Policy_4
755,46,Male,1000000,Policy_1
756,23,Male,1300000,Policy_5
757,33,Male,900000,Policy_3
758,42,Male,3400000,Policy_5
759,24,Male,1300000,Policy_5
760,44,Female,800000,Policy_3
761,52,Female,600000,Policy_4
762,41,Male,3400000,Policy_6
763,47,Male,500000,Policy_2
764,44,Female,900000,Policy_4
765,47,Male,3400000,Policy_6
766,42,Male,3400000,Policy_6
767,44,Male,700000,Policy_5
768,27,Male,1100000,Policy_3
769,53,Male,3400000,Policy_7
770,48,Female,800000,Policy_3
771,52,Female,800000,Policy_4
772,34,Male,9400000,Policy_9
773,53,Male,2300000,Policy_7
774,49,Female,1100000,Policy_5
775,54,Male,900000,Policy_5
776,34,Male,1100000,Policy_3
777,38,Male,800000,Policy_3
778,33,Male,1300000,Policy_4
779,34,Male,1600000,Policy_3
780,30,Female,5700000,Policy_15
781,32,Female,2100000,Policy_14
782,42,Male,1400000,Policy_5
783,46,Male,1100000,Policy_4
784,53,Female,2200000,Policy_7
785,55,Male,14500000,Policy_9
786,58,Male,900000,Policy_5
787,44,Male,1400000,Policy_5
788,46,Male,2600000,Policy_6
789,37,Male,1300000,Policy_3
790,50,Female,900000,Policy_4
791,30,Female,7200000,Policy_16
792,55,Male,1700000,Policy_4
793,43,Male,1300000,Policy_5
794,47,Female,1100000,Policy_4
795,54,Male,2600000,Policy_6
796,46,Male,1300000,Policy_5
797,59,Male,900000,Policy_5
798,56,Male,1100000,Policy_4
799,51,Male,1700000,Policy_5
800,57,Female,1300000,Policy_7
801,53,Female,2300000,Policy_4
802,60,Male,3400000,Policy_6
803,34,Male,500000,Policy_1
804,43,Male,400000,Policy_1
805,24,Female,700000,Policy_2
806,46,Male,1400000,Policy_7
807,27,Male,300000,Policy_1
808,34,Male,500000,Policy_1
809,38,Male,2100000,Policy_4
810,40,Male,2900000,Policy_4
811,31,Female,700000,Policy_10
812,40,Female,700000,Policy_2
813,35,Male,2400000,Policy_4
814,28,Male,500000,Policy_1
815,25,Female,800000,Policy_1
816,51,Male,5800000,Policy_8
817,30,Male,2600000,Policy_4
818,36,Male,600000,Policy_1
819,43,Male,800000,Policy_1
820,33,Male,400000,Policy_2
821,25,Female,800000,Policy_11
822,30,Female,800000,Policy_11
823,33,Male,500000,Policy_1
824,37,Male,3400000,Policy_6
825,34,Female,3500000,Policy_14
826,31,Male,500000,Policy_2
827,40,Male,500000,Policy_1
828,34,Male,2600000,Policy_4
829,39,Male,6780000,Policy_7
830,26,Male,600000,Policy_1
831,34,Female,900000,Policy_10
832,46,Female,300000,Policy_1
833,35,Male,500000,Policy_1
834,42,Male,500000,Policy_1
835,34,Female,1500000,Policy_12
836,43,Male,1100000,Policy_3
837,39,Male,500000,Policy_1
838,26,Male,600000,Policy_1
839,38,Male,2600000,Policy_4
840,26,Male,600000,Policy_1
841,35,Female,800000,Policy_11
842,31,Female,1100000,Policy_10
843,42,Male,600000,Policy_1
844,58,Male,500000,Policy_1
845,33,Female,1200000,Policy_14
846,31,Male,600000,Policy_2
847,44,Male,600000,Policy_1
848,42,Male,2600000,Policy_5
